0,4,5,6,7
"Масло моторное синтетическое Mobil 1 ESP 5W30 PROMO, для а/м с сажевым фильтром (DPF), 5 л, ACEA C2/C3, API SN/SM/CF; JASO DL-1 155145 Финляндия 1/4 ш",0.86,172.0,444385.14,2583.634534883721
"Масло моторное синтетическое Mobil 1 ESP 5W30, для а/м с сажевым фильтром (DPF), 1 л, ACEA C2/C3, API SN/SM/CF; JASO DL-1 154279 Финляндия 1/12 шт.",0.141,141.0,102037.1,723.6673758865248
"Масло моторное синтетическое Mobil 1 ESP 5W30, для а/м с сажевым фильтром (DPF), 4 л, ACEA C2/C3, API SN/SM/CF; JASO DL-1 154285 Финляндия 1/4 шт.",0.428,107.0,277472.66,2593.202429906542
"Масло моторное синтетическое Mobil 1 ESP 5W30, для а/м с сажевым фильтром (DPF), 60 л, ACEA C2/C3, API SN/SM/CF; JASO DL-1 154300 Финляндия 1/1 шт.",0.06,1.0,33946.59,33946.59
"Масло моторное синтетическое Mobil 1 ESP 5W30, разл., ACEA C2/C3, API SM/SN; JASO DL-1 154276 Финляндия 1/208 л.",1.744,1744.0,926896.16,531.4771559633027
"Масло моторное синтетическое Mobil 1 ESP LV 0W30, 1 л,  ACEA C2,A5/B5-16, API SL/SJ/CF 154316 Финляндия 1/12 шт.",0.016,16.0,11979.55,748.721875
"Масло моторное синтетическое Mobil 1 ESP LV 0W30, 4 л,  ACEA C2,A5/B5-16, API SL/SJ/CF 154315 Финляндия 1/4 шт.",0.048,12.0,32006.28,2667.19
"Масло моторное синтетическое Mobil 1 ESP X2 0W20, для а/м с сажевым фильтром (DPF), 1 л, ACEA A1/B1/C5, API SN/SL 153790 Финляндия 1/12 шт.",0.015,15.0,12262.93,817.5286666666667
"Масло моторное синтетическое Mobil 1 ESP X2 0W20, для а/м с сажевым фильтром (DPF), 4 л, ACEA A1/B1/C5, API SN/SL 153791 Финляндия 1/4 шт.",0.084,21.0,61172.6,2912.980952380952
"Масло моторное синтетическое Mobil 1 FE 0W30, 1 л, ACEA A3/B1/A5/B5, API SL/SJ/CF 152650 Финляндия 1/12 шт.",0.006,6.0,4504.46,750.7433333333333
"Масло моторное синтетическое Mobil 1 FS 0W40, 1 л, ACEA A3/B3, A3/B4, API SN/SM/SL/SJ 153691 Финляндия 1/12 шт.",0.07,70.0,53150.89,759.2984285714285
